id,type,text1,text2,text3,text4,notes
mora,SHIP,"이 종류의 항공모함은 유비쿼터스 Talon 전투기와 마찬가지로 항공모함 중심의 도메인 해군 교리가 적용되던 시기에 취역했습니다. 맹격과 함께 전투의 분노를 견딜 수 있도록 장갑을 갖춘 Mora는 그럼에도 불구하고 전열 순양함이 측면에 배치된 중포와 주력함을 선호하는 방향으로 교리가 바뀌면서 한꺼번에 퇴역했습니다. 
 
 비무장 선체는 판매되어 도메인 변경 지역에서 사용할 수 있는 이동식 산업용 플랫폼으로 전환되었습니다. 견고하고 탁월한 적응력을 갖춘 모라(Mora)는 장거리 측량, 채광, 건설, 드론 취급 및 이동식 드라이독으로 사용되는 곳에서 흔히 볼 수 있는 곳이었습니다. 일부 선체는 외계 세계에 반쯤 묻혀 있었고 새로운 정착지의 핵심을 형성하기 위한 장갑 발전소 및 작업장으로 사용되었습니다.
 
 붕괴 이후, 모라 선체는 전용 함대를 보유하지 않은 세력에 의해 거의 의심스러울 정도로 빠르게 재군사화되었습니다. 캐리어. 오늘날 그들은 부주의한 해적 군벌을 무너뜨리는 모루가 되었습니다.",,,,
accretion,TERRAIN,"암석, 먼지, 가스의 강은 파멸을 향해 나선형으로 안쪽으로 흘러 들어갑니다.",,,,
planet_gelan,CUSTOM,1차 항성풍의 가까운 궤도에 있는 크고 상대적으로 질량이 큰 행성은 더 가벼운 원소를 쓸어버리고 탄소와 이산화황이 대기를 지배하게 되었습니다. 유독 가스로 인한 죽음의 장막은 엄청난 중력과 더불어 극도로 열악한 표면 상태를 보장하는 폭주하는 온실 효과를 생성합니다.,,,,
planet_mairaath,CUSTOM,"Mairaath는 사이클 82에서 조직된 Luddic Path 작전으로 황폐화되었습니다. 이 작전은 멋진 궤도 정거장 도시를 환상적으로 테라포밍된 표면에 던져진 무기로 바꾸어 놓았습니다. 남아 있는 것은 그을리고 부서진 세상, 위대한 마야수라 테라포밍 도당이 세심하게 길러낸 기상 패턴이 지구를 돌며 악몽 같은 폭풍으로 변해 살해된 세계의 잿더미를 영원히 뒤흔드는 것뿐입니다.",,"종말적인 파멸 이후에도 인류는 여전히 마이라쓰 표면에 매달려 있으며, 끝없는 폭풍에 의해 무너지고 무너진 대도시의 부서진 껍질 속에 웅크리고 있습니다.",,
derelict_probe,CUSTOM,"새로운 자원을 찾고, 식민지화할 행성을 찾고, 미지의 세계를 탐험하기 위해 도메인이 은하계로 보낸 수많은 로봇 탐사선 중 하나의 예입니다. 일부 변종은 자동화된 모선에 의해 생산됩니다. 이 표본은 비활성인 것으로 보입니다. 작은 충격에도 움푹 패인 선체는 무시무시한 방사선 흉터로 인해 무지개 빛깔을 띕니다. 이 프로브의 제조 연대는 천 사이클 전으로 거슬러 올라갑니다.",,,,
derelict_surveyship,CUSTOM,"오래전부터 진행된 도메인 탐색의 물결에서 나온 자동 조사선입니다. 이와 같은 수천 척의 함선이 파도를 타고 보내졌는데, 일부는 독립적이고 다른 일부는 로봇 탐사선의 첫 번째 물결 이후 유사하게 자동화된 모선에 연결(또는 제조)되었습니다. 겉보기에 반응이 없어 보이는 이 헐크는 수 세기에 걸쳐 하전 입자에 노출되고 성간 먼지로 인한 고속 충격으로 인해 황폐화되었습니다.",,,,
derelict_mothership,CUSTOM,"전설적인 측량 모선 중 하나이며, 도메인 탐사 및 식민지화 작업을 수행하는 조용하고 자동화된 일꾼입니다. 이는 본질적으로 폰 노이만 탐사선입니다. 조사 모선에는 소형 조사선 제품군과 지속적인 임무 수행에 필요한 보급품을 제조할 수 있는 자동 단조 능력이 포함되어 있기 때문입니다. 이 표본은 표류하는 잊혀진 선체인 도메인에 대한 수세기 동안의 봉사로 인해 불타고 공격당했습니다.",,,,
station_derelict_survey_mothership,SHIP,"전설적인 측량 모선 중 하나이며, 도메인 탐사 및 식민지화 작업을 수행하는 조용하고 자동화된 일꾼입니다. 이는 본질적으로 폰 노이만 탐사선입니다. 조사 모선에는 소형 조사선 제품군과 지속적인 임무 수행에 필요한 보급품을 제조할 수 있는 자동 단조 능력이 포함되어 있기 때문입니다. 이 표본은 표류하는 잊혀진 선체인 도메인에 대한 수세기 동안의 봉사로 인해 불타고 공격당했습니다.",,,,
derelict_gatehauler,CUSTOM,"항성계 간 거의 즉각적인 연결을 설정하는 데 사용되는 게이트를 운반하는 임무를 맡은 거대하고 자동화된 우주선입니다. 수많은 외로운 주기를 여행한 후, 게이트는 새로운 시스템에 설치되고 활성화되어 도메인의 거대한 문화와 경제를 먹여살릴 자원, 데이터 및 경험을 찾는 새로운 이주민들을 폭발적으로 분출하게 됩니다.",,,,
derelict_seedship,CUSTOM,"강건한 지의류부터 단순한 조류까지, 행성의 조건이 개선됨에 따라 더 발전된 생명체를 방출하는 극저온 낙하물에 이르기까지, 테란 환경을 유지하는 과정을 시작하기 위한 일련의 생명체로 유망한 세계에 씨앗을 뿌립니다. 시드쉽은 작은 소행성에서 새로운 재료를 수집하고, 새로운 테라포밍 스타터 키트를 제조하고, 다음 목표를 향해 이동하기 위해 세계를 떠날 것입니다.",,,,
derelict_cryosleeper,CUSTOM,"이것은 수백만 명의 인간 이민자들을 도메인의 핵심 시스템에서 오리온 박차를 가로질러 궁수자리 팔에서 뻗어나가는 거대한 개척지로 수송한 전설의 거대한 함선 중 하나입니다. 센서의 약하지만 안정적인 EM 판독으로 판단하면, 이곳 페르세우스의 야생 해변에서 수백 번의 사이클을 거친 후에도 잠자는 관 중 상당수가 생존 가능한 상태로 남아 있습니다.",,,,
coronal_tap,CUSTOM,이 거대 구조물 클래스는 한때 도메인의 헤아릴 수 없는 산업적 힘을 강화하여 인류 문명을 Kardashev 유형 II 상태에 가깝게 만들었습니다. 연결된 별에서 직접 천문학적 규모의 에너지를 추출할 수 있습니다. 적절한 차단 절차를 따르지 않고 활성 관상면 하이퍼션트의 제어력을 상실하면 재앙이 될 수 있습니다.,,,,
cargo_pods,CUSTOM,"우주를 표류하는 화물 포드 클러치. 여기에는 회수할 수 있는 귀중한 물품이 포함될 수도 있고, 심지어 구조할 수 있는 냉동 냉동 승무원도 포함될 수 있습니다.",,,,
cryopods,CUSTOM,우주를 표류하는 크라이오포드의 무리. 여기에는 구조될 수 있는 냉동 냉동 승무원이 포함되어 있을 가능성이 높습니다.,,,,
supply_cache,CUSTOM,"지금까지 떠돌며 잊혀진 보급품, 무기 또는 기타 장비의 은닉처입니다.",,,,
hidden_cache,CUSTOM,"큰 소행성 내부 깊은 우물에 숨겨진 캐시로, 내부에서 무엇을 찾을 수 있는지 전혀 알 수 없습니다.",,,,
weapon_cache,CUSTOM,표류하는 화물 포드는 우주선 무기에 고유한 고유한 판독값을 제공합니다.,,,,
,,,,,,
mairaath_station1,CUSTOM,사이클 82의 마이라트(Mairaath)에 대한 공격으로 파괴된 이 옛 아스트로폴리스의 차가운 잔해는 잔해 구름 속에 궤도에 남아 있습니다.,,,,
mairaath_station2,CUSTOM,이전에 마이라트(Mairaath)의 3개 천체도시 중 하나였던 이 정거장은 프로메테우스급 연료 운반선에 의해 충돌되었고 핵융합 화재와 방사성 먼지의 흔적을 따라 궤도에서 분리되었습니다. 이후 이곳은 청소부들에 의해 점령되어 해적의 안식처가 되었습니다.,,"이 기지에 가해진 피해는 멀리서 보면 분명하고 가까이서 보면 더욱 끔찍합니다. 간단한 방사선 스캔은 놀라울 정도로 뜨거운 판독값을 제공하지만, 이 기지를 집으로 부르는 난민, 절박한 사람들, 도적들은 시기적절한 우려를 갖고 있는 것 같습니다.",,
planet_mazalot,CUSTOM,Zagan 시스템의 시민 중심지인 Mazalot은 그럼에도 불구하고 다수의 Luddic 인구를 교대로 영합하고 억압하는 일련의 권위주의 정부로 알려진 가난하고 불안정한 정치입니다. 행성 자체는 비록 물이 부족하기는 하지만 성공적인 테라포밍의 이야기입니다. 유난히 강한 자기장으로 인해 궤도 기반시설을 설치하고 유지하는 것은 불편합니다. 이것은 독립심이 강한 대중을 안정시키는 데 거의 도움이 되지 않았습니다.,,"비록 자간 성계의 인구 밀집지이고 섹터 전체에서 실제로 인구학적으로 중요한 의미를 지닌 마잘롯은 페르세우스 연맹 세계 사이의 약한 연결고리이며, 종종 쿠데타와 대리 전쟁이 일어나는 장소이기도 합니다. 때때로 자비로운 정권이 집권하지만 리그와 다른 주요 세력 간의 장기전에서 외부 세력에 의해 곧 무너집니다.",,
planet_yesod,CUSTOM,잠자는 빙하로 갈라진 이 춥고 조용한 돌 고원의 세계는 AM 연료 시설을 보호하기 위해 페르세우스 연맹에 의해 요새화되었습니다. 그러나 붕괴 이후 자본 투자 부족으로 인해 생산이 최대 용량에 도달하지 못했습니다. 최근 Mazalot 정부의 반대에도 불구하고 민간 사업자를 달래기 위해 자유 무역 정책이 제정되었습니다.,,Yesod 문제에 관해 메이저 리그 세대는 Tri-Tachyon이 세계에 발판을 마련해서는 안 된다는 점에만 동의합니다. 또는 적어도 공개적으로 이러한 반 Tri-Tachyon 정책을 지지하는 것처럼 보이는 것이 중요합니다. 효과적인 거부권을 가진 경쟁 이해관계로 인해 정체된 상황에서 Yesod의 모든 잠재력은 아직 활용되지 않고 있습니다.,,
planet_ilm,CUSTOM,"Mazalot을 누가 지배하든 관계없이 Ilm은 수출을 통해 이 열악한 시스템에 자본을 공급하는 공장과 빙원에서 돈을 벌 수 있습니다. 마잘롯의 젊은이들은 일하고 월급을 집으로 보내기 위해 이곳에 왔고, 많은 사람들이 러드의 길에서 벗어났습니다. 그럼에도 불구하고 Ilm은 누가 Mazalot을 통치하든 Ilm에서 돈을 벌 수 있기 때문에 숙청과 전쟁을 피합니다.",,회사 도시 이상의 의미를 지닌 이곳은 일련의 궤도 보안 플랫폼부터 부서진 지각에서 자원을 추출하는 원격 작동 광산에 이르기까지 회사 정치입니다. Ilm은 반군사화된 기업 이사회에 의해 지배됩니다. 투자자의 신원은 공개 정보의 문제가 아니지만 최소한의 편집증적인 추측은 Persean League와 Tri-Tachyon 자본의 혼합을 선호합니다.,,
planet_salamanca,CUSTOM,두꺼운 질소 스모그는 살라망카를 뒤덮은 물얼음으로 이루어진 메마른 산에 탄화수소를 쏟아 붓습니다. 그들의 발 아래에는 얼룩진 거주지 돔이 유기물 추출기와 정제소를 유지 관리하는 로봇 드론을 몰고 있는 무장한 노동자들을 분산시킵니다. 여기의 모든 산업은 축출된 마잘로티안 정권/범죄 카르텔에 의해 적절한 전선 뒤에서 지배됩니다.,,"거대 기업의 지원을 받는 자원 추출 정착지로 시작된 것은 마잘롯에서 축출된 권위주의 정권에 충성하는 소규모 함대에 의해 강제로 전복되었습니다. 그들은 페르시아 리그에 재참가하여 정당성을 되찾으려고 노력했지만, 범죄 네트워크와 깊이 연결되어 있으며 특히 리그 동맹들 사이에서도 불신을 받고 있습니다.",,
planet_kazeron,CUSTOM,"고대 천상의 재앙으로 몸이 폭파된 전 가스 거인의 금속이 풍부한 핵인 Kazeron은 이국적인 중금속이 풍부합니다. 비록 개조할 수는 없지만 이것은 페르시아 국경 지역의 함선, 장비 및 중장비에 대한 수요를 충족시키기 위해 도메인이 자동차 공장 클러스터를 구축하는 주요 장소가 되었습니다.",,페르시아 연맹 세계인 Kazeron은 항상 전함을 타고 임무를 수행하며 고도로 훈련된 장교가 이를 지휘합니다. 카제론은 산업과 군사 생산의 풍부한 전통을 갖고 있어 페르세우스 연맹 권력의 핵심이 됩니다.,,
planet_eldfell,CUSTOM,비정상적으로 활동적인 하이퍼 화산 집단인 그레티르(Grettir)로 유명한 불모의 세계입니다. 얇은 대기는 화산 활동을 통해 완전히 재생됩니다.,,한때 그레티르(Grettir) 하이퍼화산단 기슭 주변을 파낸 프랜차이즈 광산에서 풍부한 광석이 추출되었습니다. 주요 정착지는 휴면 기반 위에 건설되었으며 정유소에서 새로운 일을 찾아낸 로봇 기수의 후손들이 대부분 거주하고 있습니다. 이 정치는 카제론이 지배하는 여러 산업 조합의 공동 합의에 의해 통제되지만 회원이 부과하는 비용으로 인해 그 자체로는 페르세우스 연맹의 회원이 아닙니다.,,
station_thulian_raiders,CUSTOM,Thule 성계는 수많은 고리 성계의 광석과 휘발성 물질 사이에서 독립을 추구하기 위해 Kazeron 귀족 계층의 억압적인 권력 장악에서 탈출한 탐사자와 소규모 광부들로 가득 차 있습니다. 때때로 이러한 FA들은 함께 뭉쳐 더 많은 보상을 받기도 합니다. 따라서 Thulian Raiders는 시스템에 인간이 거주하는 동안 Kazeron을 괴롭혔습니다.,,리그 해군의 간헐적인 단속에도 불구하고 툴레의 침입자들은 항상 불법 상업과 권력 중개를 위한 중심지를 다시 확보하는 것처럼 보입니다. 한 세대가 다른 세대를 다치게 하기 위해 침입자에게 돈을 지불했다면 누가 말할 수 있겠습니까? 이러한 침입자들은 예상된 목표로부터 더 나은 제안을 받아들일 수 있는 반면 함대 장교는 라이벌 세대에게 피해를 주기 위해 다른 방법을 모색할 수 있으며 따라서 순환이 계속됩니다.,,
planet_horn,CUSTOM,"초거대 지상 세계인 혼(Horn)의 압도적인 중력은 인간 거주와 경제적 자원 추출을 모두 방해합니다. 격렬한 지진, 잠들어 있는 거대한 칼데라, 운석 충돌로 얼룩진 끝없는 화산재 평원이 있는 이 세계에서 어쨌든 그다지 바람직한 것은 아닙니다.",,,,
planet_athulf,CUSTOM,아마도 혼(Horn) 형성의 초기 및 폭력적인 주기의 잔재인 달 아툴프(Athulf)는 비슷한 구성을 가지고 있으며 음침한 부모 달에서는 접근할 수 없는 광석과 중금속에 편리하게 접근할 수 있습니다. 인류는 섹터의 도메인 식민지화 초기부터 이렇게 제시된 선물을 활용했습니다.,,Athulf는 전통적으로 Fikenhild의 왕이 된 사람의 개인 소유물로 간주되며 부유하지 않은 왕에게 중요한 수입을 제공합니다. 궁중복장은 사치스럽고 왕권에 대한 노블레스 오블리주를 요구합니다. Athulf의 신민들은 또한 지지의 중요한 핵심을 형성하고 잘 대우받으며 현직 왕에게 강력한 투표 블록을 제공합니다. 그러나 파업과 폭동이 아툴프(Athulf)의 풍부한 광산을 황폐화시키면 서구인들이 곧 새로운 왕을 갖게 될 것이라는 분명한 신호입니다.,,
planet_fikenhild,CUSTOM,이 작은 바다 달은 시스템의 정치적 중심지이자 서구 왕의 자리이자 연맹의 대표자입니다. Fikenhild의 5개의 거대한 떠다니는 화산은 밤낮으로 반짝이며 경쟁이 치열한 홀로 엔터테인먼트 스튜디오를 호스팅하는 것으로 유명합니다.,,"서구식 시스템은 전통적으로 대중적으로 선출된 '왕'에 의해 통치됩니다. 왕의 법정 관리(특정 주요 행정 및 사법 기능 처리)는 지역 시스템에서 오락으로 방송됩니다. 서양의 왕은 현명하고, 정의롭고, 무엇보다 재미를 주는 것이 필수라고 여겨집니다. 시스템의 대부분의 잠재적 과잉은 시끄럽고 감상적인 청중 참여 세그먼트의 문화에 의해 제한됩니다. 왕은 강력합니다. 그렇습니다. 그러나 사람들의 마음은 변덕스럽고 설득력 있는 반론으로 인해 왕에게 반감을 갖게 될 수도 있습니다.",,
planet_suddene,CUSTOM,시스템에 대한 첫 번째 조사에서 2차 테라포밍 후보로 분류된 Suddene는 폐쇄된 수문학 순환이 없는 사막 세계입니다. 붕괴 이전의 테라포밍 중에 형성된 바다는 천천히 깊은 대수층으로 스며들어 점점 작아지고 염도가 높아지며 유전자모드 크릴의 후속 메타 세대에 독성을 띠게 됩니다. 추정에 따르면 전체 생태학적 붕괴는 1~200년 정도 후에 가능합니다. Suddene의 원주민은 일반적으로 Fikenhild의 홀로 소설에서 운명론적 낭만주의자로 묘사됩니다.,,"나머지 당국이 순수한 생존에 자원을 집중함에 따라 Suddene의 테라포밍과 물을 함유한 혜성의 수반되는 열차는 붕괴 이후 급속히 폐기되었습니다. 인프라와 인구가 부족한 Suddene은 경제적, 정치적 문제에서 항상 Fikenhild에 마지못해 복종해 왔습니다. 최근 서구의 한 왕의 개혁으로 투표권이 열렸고 Suddene의 격렬한 반군이 시스템 정치의 반항적인 스포일러로 바뀌었습니다.",,
planet_ailmar,CUSTOM,"차갑고 험난한 세상임에도 불구하고 Ailmar는 현존하는 화산 활동으로 인해 초기 포자체에 의해 씨를 뿌리기 위해 선택되었습니다. 인간이 서구식 시스템에 도착했을 때, 그들은 얼음 폭풍에 의해 매끄럽게 마모된 생명이 없는 고원의 세계를 발견했습니다. 그러나 생명체는 작은 계곡과 협곡, 심지어 화산 지역에 모여 있는 젠모드 낙엽송-6 숲을 발견했습니다. Ailmar에서는 생활이 힘들지만 고난에도 불구하고 살아있는 세상입니다.",," 붕괴 이전에 산업화된 Ailmar는 Warlord Leonis와의 임시 동맹을 포함하여 악명 높은 Luddic Church와 때때로 해적을 포함한 다양한 경쟁 시스템 외부 세력과 타협함으로써 서구 왕국으로부터 독립을 유지할 수 있었습니다. Ailmarene은 Fikenhild의 홀로 엔터테인먼트에서 가장 인기 있는 적대자이며, 배신적이지만 금욕적인 사람으로 묘사됩니다.",,
planet_madeira,CUSTOM,"작고 차갑지만 살기에 딱 좋은 세계로, 도메인 식민지 계획자들이 연료 생산 시설을 수용할 만큼 중요하지 않다고 간주했습니다. 그렇지 않으면 마데이라 표면을 지배하는 폭풍에 휩쓸린 광대한 빙원의 틈새에 살고 있는 일차 및 형광 유사 조류에서 포획된 이국적인 휘발성 물질로 유명합니다.",,마데이라가 생존을 위해 항상 외부 자원에 의존한다는 사실을 알고 도메인은 국가의 충성심을 믿을 수 있었습니다. 그러나 붕괴는 이 방정식에서 설명되지 않았으며 마데이란 정치는 적당한 인구와 제한된 산업에도 불구하고 페르세우스 연맹의 창립 구성원 중 하나였습니다.,,
planet_satanazes,CUSTOM,"주로 수소와 헬륨 가스로 구성된 뜨거운 가스 거인이지만, 주별과의 근접성으로 인해 사타나제의 상부 구름층은 일산화탄소와 알칼리 금속으로 형성되어 어둡고 빛나는 모습을 보입니다.",,,,
planet_canaria,CUSTOM,"카나리아는 물, 암모니아, 메탄으로 이루어진 얇은 구름으로 뒤덮인 얼음 거인입니다. 심해 내에서 중력은 금속 수소 핵을 형성하기에 충분한 압력을 생성합니다. 이 행성은 타일 쌍성계의 작은 파트너인 안틸리아의 L4에 있는 특이한 중력 안정성 지점에 있습니다.",,,,
planet_cibola,CUSTOM,뜨겁고 건조한 바람에 의해 마모된 고대 화산 그루터기가 모래로 이루어진 세계의 바다로 얼룩진 고대 세계. 최소한 하나의 작은 염수 바다와 초목을 보호하는 희귀한 틈을 공급하기 위해 몇 개의 지하 대수층이 남아 있습니다.,,"여러 주기 전, 인류 식민지 초기의 고대 포자선이 시볼라를 만났습니다. 일련의 변칙적인 얼음 덩어리가 세계에 영향을 미쳐 세계를 평형 상태보다 더 시원하고 습하게 만들었고, 따라서 포자선의 식민지화 매개변수 내에 있었습니다. 후속 주기에 대한 역사는 남아 있지 않지만, 페르세우스 구역에 도착한 후기 도메인 식민지 개척자들은 생존에 집착하는 작고 낙후하며 절박한 인류 문명이 거주하는 죽어가는 세계를 발견했습니다. 재접촉 이후 상황은 거의 개선되지 않았으며 대부분의 Cibolans는 고향을 떠났거나 그렇게 되기를 희망했습니다.",,
nebula_center_young,PLANET,별의 죽음의 진통으로 인해 흘려진 성간 물질이나 물질의 가스로 형성된 거대한 입자 구름입니다. 중력과 방사선으로 인한 섭동은 밀도가 더 높은 영역을 만들어 천천히 질량을 모아 언젠가 새로운 천체를 탄생시킬 수 있습니다. 이 공간 영역은 최근에 형성된 빠르게 타오르는 별들로 가득 차 있으며 자연적으로 생명을 유지하는 세계가 있을 가능성은 적습니다.,,,,
nebula_center_average,PLANET,별의 죽음의 진통으로 인해 흘려진 성간 물질이나 물질의 가스로 형성된 거대한 입자 구름입니다. 중력과 방사선으로 인한 섭동은 밀도가 더 높은 영역을 만들어 천천히 질량을 모아 언젠가 새로운 천체를 탄생시킬 수 있습니다.,,,,
nebula_center_old,PLANET,별의 죽음의 진통으로 인해 흘려진 성간 물질이나 물질의 가스로 형성된 거대한 입자 구름입니다. 중력과 방사선으로 인한 섭동은 밀도가 더 높은 영역을 만들어 천천히 질량을 모아 언젠가 새로운 천체를 탄생시킬 수 있습니다. 이 우주 지역은 더 오래되었으며 자연적으로 생명을 유지하는 세계를 품을 가능성이 더 높은 안정적이고 느리게 타는 별들로 가득 차 있습니다.,,,,
planet_yama,CUSTOM,Yama는 Eridani-Utopia Corporation 조사 차트에서 미미한 생존 가능성만을 기록했지만 Nachiketa 근처의 연료 시설은 테라포밍과 식민지화를 촉발했습니다. 이곳은 1차 AI 전쟁의 파괴 이후 계속 쇠퇴하는 수준 이하의 세계로 남아 있습니다.,,Yama는 붕괴로 인해 상대적으로 영향을 받지 않았지만 동일한 기준으로 붕괴 이전의 자본 투자에 의해 상대적으로 영향을 받지 않았습니다. 1차 AI 전쟁에서 겪은 폭격을 제외하고 헤게모니 아래 수년간의 안정은 소규모 보수 사회에 우호적이었습니다. 겸손한 야망과 엄격한 취향을 가진 사람들에게 좋은 장소입니다.,,
planet_nachiketa,CUSTOM,이 세계는 추가 개척지로의 편리한 확장 축에 존재하는 것 외에 뛰어난 가치가 없기 때문에 도메인 관료에 의해 페르세우스 섹터의 AM 연료 생산 시설 중 하나로 선정되었습니다. 산업과 항만 시설은 우주선 교통량의 증가에 따라 반쯤 묻혀 있는 거대한 장갑 연료 공장의 따개비처럼 성장했습니다. 1차 AI 전쟁 중 대규모 대결에서 AM 매장량의 전술적 제거로 인해 주변 항구 시설이 황폐화되었습니다. 패권은 승리를 확보했지만 나치케타의 산업과 기반시설을 마비시켰다.,,"연료 시설은 기술적으로는 허가 받은 기업에 의해 운영되지만, 나치케타는 그럼에도 불구하고 패권의 군사 문화가 지배하고 있습니다. 전략적 보안 요구 사항으로 인해 군사 벙커, 무기 배치 및 훈련 시설로 가득 찬 산업이 폐허가 되었습니다. 젊은 신병, 방문 스페이서, 빈번한 MP 순찰대가 자주 방문하는 초라한 유흥 지구를 제외하면 민간인 생활은 조용하지만 페르세안 섹터의 기준에 따라 잘 보상됩니다.",,
planet_epiphany,CUSTOM,"한때 조용한 광산 식민지였던 Epiphany는 무명 Luddic 컬트의 이단 지도자에 의해 정착지로 선택되었습니다. 꽤 많은 스캔들과 단 한 번의 폭력적인 죽음 이후에 컬트는 끝났지만, 루드 신앙에 동조하는 사람들은 계속해서 살았습니다. Epiphany의 민간 정부는 2차 AI 전쟁 중 폭발적인 열정으로 인해 Pathers에 의해 무너졌습니다. 옛 원주민들의 마지 못해 협력으로 그 시설은 이제 Pather 비축 및 훈련에 사용됩니다.",,"행성 교통 통제는 패치워크이며 신호 일관성이 낮습니다. 밀수꾼과 탈주 광신자들이 총을 쏘는 것은 사소한 일이며, 기록된 대로 지역 Path의 가혹한 기술 규정을 넘어서는 것이 무엇인지 오직 Ludd만이 알고 있습니다.",,
planet_kumari_aru,CUSTOM,"쿠마리 아루(Kumari Aru)는 바닥이 없는 구름 바다에 외계 생명체가 사는 희귀한 표본입니다. 초기 도메인 측량자들의 학문적 관심만 끌었던 초기 연구는 자금이 부족했고 쿠마리 생명의 생화학에 대한 기본적인 기본 사항만 설명하는 데 성공했습니다. 붕괴 후 러드의 영향력이 커짐에 따라, 이 행성을 성지로 여기는 루드 신자들은 이제 제한적이고 수동적인 연구만 허용합니다.",,,,
station_beholder,CUSTOM,"원래 도메인 탐험관(Domain Explorarium)이 설립한 연구 플랫폼이었지만, 쿠마리의 이종생물 연구를 통해 얻을 수 있는 실질적인 지식에 대한 희망이 거의 없었기 때문에 자금 조달은 극히 미미했습니다. 붕괴 후, 행정은 특히 영감을 받은 루드(Luddic) 큐레이트 오류에 의해 찬탈되었고 역은 루드(Luddic) 신자들을 위한 신성한 순례지로 변했습니다. 지금은 소수의 승인된 학자들만이 탑승이 허용되지만, 이 어려운 시대에는 그 수가 충분하지 않습니다.",,,,
planet_olinadu,CUSTOM,낙태적인 해방 운동은 Beholder Station의 예 이후 지역 정치를 Persean League와 일치시키는 지혜를 보았으며 Olinadu는 적은 인구에도 불구하고 리그 시장을 위한 주요 휘발성 물질 생산업체임을 알게 되었습니다.,,모든 형태의 활기차고 아마추어적 개인 표현에 대한 Olinaduins의 사랑은 이제 단순하고 문화적인 후퇴로 간주되지만 Kazeron Gens의 지원을 받는 집권 경찰은 여전히 정기적인 자선 문화 행사를 장려합니다.,,
planet_kanni,CUSTOM,보수가 부족한 용병 회사는 가혹하고 외진 세계에서 거대 기업 자원 추출 조직인 Kanni를 장악하여 2차 AI 전쟁 이후의 정치적 혼란을 이용하기로 결정했습니다. 이 광산 전초기지가 해적 기지로 변한 것은 그 이후로 계속해서 도적들로 구성된 회전 위원회에 의해 통제되었습니다.,,"몰수된 시설과 장비를 되찾아 달라는 헤게모니에 대한 공식 요청은 여러 번의 주기 동안 소규모 군사 법원에서 시달려 집권 군벌의 모호한 이익을 얻었습니다. 칸니의 광산은 특별히 풍부하지도 않고, 광산에서 일할 수 있는 인구도 그리 많지 않습니다. 부와 영광은 땅을 파기 위해 머무르는 사람이 아니라 해적질을 하는 사람이 쟁취하는 것입니다.",,
station_laicaille,CUSTOM,"장군 레오니스의 정복 경로에 있는 또 다른 우주 서식지인 라이카유는 목격되고, 정복된 후 충성스러운 중위의 손에 맡겨졌습니다. 그 짧은 통치는 루드딕 교회와의 페르시아 리그 국경 충돌 중에 카제론의 함대의 지원을 받아 덜 무시무시한 해적 왕에 의해 뒤집혔습니다. 이 왕은 페르세우스 리그에 합류했고 라이카유는 시스템 내에서 리그의 존재를 정당화하기 위해 빠르게 합법화되었습니다.",,Laicaille Habitat는 원래 소행성 탐사 회사의 소규모 그룹을 지원하기 위해 건설되었지만 현재는 Kazeronian 가족이 소유한 군사 조선소 조합이 지배하고 있습니다. 라이카유 해비타트(Laicaille Habitat)의 밤문화는 해적 전초기지였던 시절을 떠올리게 하는 명성을 갖고 있습니다.,,
station_kapteyn,CUSTOM,이 거대한 무중력 산업 스테이션은 Eridani-Utopia Corporation의 요구 사항을 충족하기 위해 사양에 맞게 구축되었으며 이후 주기에 따라 크게 수정되었습니다. 이 기지는 47주기의 맹렬한 정복 과정에서 장군 레오니스에 의해 점령되었으며 최근 역사의 대부분 동안 한 명 또는 다른 해적 지도자의 손에 남아 있었습니다.,,"Laicaille보다 덜 친절하고, 덜 호의적이며, Kazeron에서 덜 쉽게 지배받는 Kapteyn Station은 리그 확장 노력에 의해 넘어갔고 리그와 교회 사이의 관계가 안정화되면서 의도적으로 잊혀졌습니다. Kapteyn 해적들은 법을 준수하는 이웃들과 오랫동안 비공식적 계약을 맺어 왔으며, 이로 인해 예상보다 더 많은 무역이 이루어지고 습격 및 반격이 줄어들었습니다.",,
station_groombridge,CUSTOM,"사이클 47의 정복 과정에서 장군 레오니스에게 휩쓸려 남아 있던 환상적으로 부패한 중위는 분노한 지역 지도자들을 에어록 밖으로 내쫓는 습관을 들였습니다. 세 번의 주기 안에 뛰어난 부와 기술, 감각을 가진 사람은 모두 떠났고, 주요 역 시스템은 완전히 실패했습니다. 그룸브리지 서식지(Groombridge Habitat)는 이후 화물창에 넣을 수 있는 가치 있는 모든 것을 제거한 후 버려졌습니다.",,이 스테이션의 주 원자로는 가장 더러운 오류 모드에 갇혀 있습니다. 표준 안전 메커니즘을 고려할 때 이는 의도적인 방해 행위의 결과일 수 있습니다. 방사능 카운터가 초조하게 똑딱거립니다.,,
station_tiataxet_spacedock,CUSTOM,이 버려진 우주 정거장은 중화기 사격으로 완전히 파괴되었습니다. 여기서 감지할 수 있는 유일한 활동은 정거장 선체에 융합된 고방사능 재의 붕괴에서 비롯됩니다.,,이 스테이션은 어떤 종류의 구조물보다 느슨한 잔해 덩어리와 더 유사하기 때문에 도킹을 시도하지 않는 것이 가장 좋습니다.,,
